GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,,SeriesFirstDown,,NextScore,Description,TeamWin,,,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMesurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2014080300,2014-08-03,1,0,53,NYG,BUF,1,3,97,,1,,0,"(:53) 44-A.WILLIAMS RIGHT GUARD FOR 3 YARDS, TOUCHDOWN.",0,,,2014,3,"UNDER CENTER",RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,0,"RIGHT GUARD",3,OPP,0,,0,,0
2014080300,2014-08-03,1,0,49,NYG,BUF,0,0,85,,1,,0,"3-J.BROWN EXTRA POINT IS GOOD, CENTER-51-Z.DEOSSIE, HOLDER-5-S.WEATHERFORD.",0,,,2014,0,"UNDER CENTER","EXTRA POINT",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,15,OPP,0,,0,,0
2014080300,2014-08-03,1,0,49,NYG,BUF,0,0,35,,1,,0,"3-J.BROWN KICKS 65 YARDS FROM NYG 35 TO END ZONE, TOUCHBACK.",0,,,2014,0,"UNDER CENTER","KICK OFF",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
2014080300,2014-08-03,1,0,49,BUF,NYG,1,10,20,,0,,0,"(:49) 7-J.TUEL PASS INCOMPLETE DEEP LEFT TO 11-T.GRAHAM. #7 IN AT QB",0,,,2014,0,"UNDER CENTER",EXCEPTION,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
2014080300,2014-08-03,1,0,40,BUF,NYG,2,10,20,,0,,0,"(:40) 7-J.TUEL PASS SHORT RIGHT TO 10-R.WOODS TO BUF 29 FOR 9 YARDS (24-W.THURMOND).",0,,,2014,9,"UNDER CENTER",PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
2014080300,2014-08-03,1,0,7,BUF,NYG,3,1,29,,1,,0,"(:07) 7-J.TUEL PASS SHORT RIGHT TO 10-R.WOODS TO BUF 41 FOR 12 YARDS (26-A.ROLLE).",0,,,2014,12,"UNDER CENTER",PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,29,OWN,0,,0,,0
2014080300,2014-08-03,1,0,0,,NYG,0,0,0,,1,,0,"END QUARTER 1",0,,,2014,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OWN,0,,0,,0
2014080300,2014-08-03,2,15,0,BUF,NYG,1,10,41,,0,,0,"(15:00) (SHOTGUN) 7-J.TUEL PASS SHORT RIGHT TO 26-A.DIXON TO BUF 43 FOR 2 YARDS (57-J.WILLIAMS).",0,,,2014,2,SHOTGUN,PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,41,OWN,0,,0,,0
2014080300,2014-08-03,2,14,22,BUF,NYG,2,8,43,,0,,0,"(14:22) (SHOTGUN) 26-A.DIXON LEFT GUARD TO BUF 47 FOR 4 YARDS (53-J.MCCLAIN).",0,,,2014,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT GUARD",43,OWN,0,,0,,0
2014080300,2014-08-03,2,13,42,BUF,NYG,3,4,47,,0,,0,"(13:42) (SHOTGUN) 7-J.TUEL SACKED AT BUF 43 FOR -4 YARDS (95-J.HANKINS). PENALTY ON NYG-20-P.AMUKAMARA, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT BUF 47 - NO PLAY.",0,,,2014,-4,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,1,0,0,,47,OWN,1,NYG,1,"ILLEGAL CONTACT",5
2014080300,2014-08-03,2,12,50,BUF,NYG,1,10,57,,0,,0,"(12:50) (SHOTGUN) 7-J.TUEL PASS SHORT RIGHT TO 15-C.HOGAN TO NYG 40 FOR 3 YARDS (24-W.THURMOND).",0,,,2014,3,SHOTGUN,PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,43,OPP,0,,0,,0
2014080300,2014-08-03,2,12,31,BUF,NYG,2,7,60,,1,,0,"(12:31) 7-J.TUEL RIGHT END RAN OB AT NYG 27 FOR 13 YARDS (31-Z.BOWMAN).",0,,,2014,13,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT END",40,OPP,0,,0,,0
2014080300,2014-08-03,2,12,1,BUF,NYG,1,10,73,,0,,0,"(12:01) 7-J.TUEL PASS INCOMPLETE SHORT RIGHT TO 11-T.GRAHAM.",0,,,2014,0,"UNDER CENTER",PASS,0,1,1,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,27,OPP,0,,0,,0
2014080300,2014-08-03,2,11,58,BUF,NYG,2,10,73,,1,,0,"(11:58) (SHOTGUN) 26-A.DIXON RIGHT GUARD TO NYG 16 FOR 11 YARDS (30-C.TAYLOR).",0,,,2014,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT GUARD",27,OPP,0,,0,,0
2014080300,2014-08-03,2,11,24,BUF,NYG,1,10,84,,0,,0,"(11:24) (SHOTGUN) 7-J.TUEL PASS SHORT RIGHT TO 26-A.DIXON TO NYG 13 FOR 3 YARDS (59-D.KENNARD).",0,,,2014,3,SHOTGUN,PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,16,OPP,0,,0,,0
2014080300,2014-08-03,2,10,45,BUF,NYG,2,7,87,,1,,0,"(10:45) (SHOTGUN) 7-J.TUEL PASS SHORT LEFT TO 11-T.GRAHAM TO NYG 5 FOR 8 YARDS (28-J.HOSLEY).",0,,,2014,8,SHOTGUN,PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,13,OPP,0,,0,,0
2014080300,2014-08-03,2,10,8,BUF,NYG,1,5,95,,0,,0,"(10:08) 35-B.BROWN LEFT GUARD TO NYG 6 FOR -1 YARDS (59-D.KENNARD).",0,,,2014,-1,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT GUARD",5,OPP,0,,0,,0
2014080300,2014-08-03,2,9,30,BUF,NYG,2,6,94,,0,,0,"(9:30) 7-J.TUEL PASS INCOMPLETE SHORT LEFT TO 11-T.GRAHAM.",0,,,2014,0,"UNDER CENTER",PASS,0,1,1,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,6,OPP,0,,0,,0
2014080300,2014-08-03,2,9,28,BUF,NYG,3,6,94,,0,,0,"(9:28) (SHOTGUN) 7-J.TUEL PASS SHORT LEFT TO 26-A.DIXON TO NYG 2 FOR 4 YARDS (49-S.ADKINS).",0,,,2014,4,SHOTGUN,PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,6,OPP,0,,0,,0
2014080300,2014-08-03,2,9,3,BUF,NYG,4,2,98,,1,,0,"(9:03) (SHOTGUN) 7-J.TUEL PASS SHORT LEFT TO 10-R.WOODS FOR 2 YARDS, TOUCHDOWN.",0,,,2014,2,SHOTGUN,PASS,0,1,0,1,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,2,OPP,0,,0,,0
2014080300,2014-08-03,2,9,0,BUF,NYG,0,0,85,,1,,0,"2-D.CARPENTER EXTRA POINT IS GOOD, CENTER-65-G.SANBORN, HOLDER-8-B.MOORMAN.",0,,,2014,0,"UNDER CENTER","EXTRA POINT",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,15,OPP,0,,0,,0
2014080300,2014-08-03,2,13,20,BUF,NYG,1,10,52,,0,,0,"(13:20) (SHOTGUN) 7-J.TUEL PASS INCOMPLETE DEEP RIGHT TO 11-T.GRAHAM. PENALTY ON NYG-21-D.RODGERS-CROMARTIE, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT NYG 48 - NO PLAY.",0,,,2014,0,SHOTGUN,PASS,0,1,1,0,"DEEP RIGHT",0,0,0,,0,0,0,1,0,0,,48,OPP,1,NYG,1,"DEFENSIVE HOLDING",5
2014080300,2014-08-03,2,9,0,BUF,NYG,0,0,35,,1,,0,"5-D.HOPKINS KICKS 65 YARDS FROM BUF 35 TO END ZONE, TOUCHBACK.",0,,,2014,0,"UNDER CENTER","KICK OFF",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
2014080300,2014-08-03,2,9,0,NYG,BUF,1,10,20,,0,,0,"(9:00) 44-A.WILLIAMS LEFT END TO NYG 19 FOR -1 YARDS (92-J.WYNN). NASSIB IN AT QB",0,,,2014,-1,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT END",20,OWN,0,,0,,0
2014080300,2014-08-03,2,8,24,NYG,BUF,2,11,19,,1,,0,"(8:24) 9-R.NASSIB PASS SHORT RIGHT TO 84-L.DONNELL TO NYG 32 FOR 13 YARDS (36-J.MEEKS).",0,,,2014,13,"UNDER CENTER",PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,19,OWN,0,,0,,0
2014080300,2014-08-03,2,7,44,NYG,BUF,1,10,32,,1,,0,"(7:44) 44-A.WILLIAMS RIGHT END TO NYG 44 FOR 12 YARDS (27-D.WILLIAMS).",0,,,2014,12,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT END",32,OWN,0,,0,,0
2014080300,2014-08-03,2,6,58,NYG,BUF,1,10,44,,1,,0,"(6:58) 9-R.NASSIB PASS SHORT MIDDLE TO 18-M.HARRIS TO BUF 31 FOR 25 YARDS (27-D.WILLIAMS).",0,,,2014,25,"UNDER CENTER",PASS,0,1,0,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,44,OWN,0,,0,,0
2014080300,2014-08-03,2,6,15,NYG,BUF,1,10,69,,0,,0,"(6:15) 33-P.HILLIS RIGHT GUARD TO BUF 28 FOR 3 YARDS (93-R.JOHNSON).",0,,,2014,3,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT GUARD",31,OPP,0,,0,,0
2014080300,2014-08-03,2,5,41,NYG,BUF,2,7,72,,0,,0,"(5:41) 33-P.HILLIS RIGHT TACKLE TO BUF 28 FOR NO GAIN (96-S.CHARLES).",0,,,2014,0,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT TACKLE",28,OPP,0,,0,,0
2014080300,2014-08-03,2,5,5,NYG,BUF,3,7,72,,0,,0,"(5:05) (SHOTGUN) 9-R.NASSIB PASS INCOMPLETE SHORT MIDDLE TO 84-L.DONNELL [91-M.LAWSON].",0,,,2014,0,SHOTGUN,PASS,0,1,1,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,28,OPP,0,,0,,0
